user,message
Souvik IIT Patna MnC,"Exam hall mein heart attack aa jayega paper dekhke
"
Lucky MnC,"<Media omitted>
"
-- Raja,"Mtech Thesis project..3 baar bata chuka hun..isse pehle
"
-- Raja,"@Subrata Paul
"
Souvik IIT Patna MnC,"Google needs some training .. Joydeep ko bolo train kar de
"
-- Raja,"🤣🤣🤣
"
Souvik IIT Patna MnC,"Tu marna chahta hai? Mai mar du?
"
-- Raja,"Good
"
Lucky MnC,"He'll train deeply.. using his bamboo😂
"
Manisha Jaishwal Mnc,"Subject btao?
"
Lucky MnC,"Bangalan mil jaaye udhar😁
"
-- Raja,"Kis chis ka?
"
-- Raja,"Uski beti
"
Manisha Jaishwal Mnc,"Beh
"
Lucky MnC,"Paul sir kya padhate
"
Souvik IIT Patna MnC,"Raja baar baar nahi bolta
Wo ekbar bolta hai, wahi 100 bar bolne ke barabar hota hai
"
-- Raja,"Ye nehi hai syllabus me
"
Manisha Jaishwal Mnc,"Next sem k subjects bta dena bs mujhe mai Teacher kaun rhega vo dekh k choose kr lungi
"
Souvik IIT Patna MnC,"Isko sasur banaoge toh, life jhand ho jaega
"
Lucky MnC,"<Media omitted>
"
-- Raja,"Uska room me gya tha..wo tree padh raha tha..ds may be
"
-- Raja,"Kya pata as a Sasur achha ho ... Teacher kharab <This message was edited>
"
Lucky MnC,"Gift nhi milega kya??
"
Lucky MnC,"<Media omitted>
"
Souvik IIT Patna MnC,"ML jaisa paper gift mein dega
"
-- Raja,"You deleted this message
"
Lucky MnC,"<Media omitted>
"
Ankit Anand(MnC) Ranchi..Dost,"AI ka paper kab dikhaya ja raha h???
"
Ankit Anand(MnC) Ranchi..Dost,"And aaj English ka show hoga na??? @917903412729
"
Ankit Anand(MnC) Ranchi..Dost,"Mera dekh lena plz and numbers bhi cross verify kar lena
"
Ankit Anand(MnC) Ranchi..Dost,"Kahi number badh raha ho to plz badhwa dena
"
Ashish Mnc,"Arijit Mandol and Joydeep dono padhayenge
"
Lucky MnC,"Arijit Roy k jagah Arijit Joy bolna chaah rha kya
"
Ankit Anand(MnC) Ranchi..Dost,"👌
"
Lucky MnC,"Manisha jaa rhi hai.. paper dekhne.. apn sb movie dekhne gye hai
"
Lucky MnC,"Aaye hai*
"
Ankit Anand(MnC) Ranchi..Dost,"Animal?
"
Lucky MnC,"Haan
"
Ankit Anand(MnC) Ranchi..Dost,"😍
"
Ankit Anand(MnC) Ranchi..Dost,"WoW
"
Ankit Anand(MnC) Ranchi..Dost,"Mera shaam ka ticket h
"
Lucky MnC,"<Media omitted>
"
Souvik IIT Patna MnC,"MnC mein ek ek Animal hote huye bhi, animal dekhne gaaye ho
"
Ashish Mnc,"There has been a slight change in the timing. Owing to some other work engagement of Smriti ma’, the answer scripts will be shown from 3  until 4 . 
Thanks!
"
Manisha Jaishwal Mnc,"Ye mst hua
"
Manisha Jaishwal Mnc,"Oye Sachi btao chle gye movie dekhne ?
"
Manisha Jaishwal Mnc,"Ha tnsn Mt lo bht imandaar hu mai sbka Paper ache se dekhungi
"
Lucky MnC,"tujhse puchha tha.. mana kr di toh apn nikl liye
"
Manisha Jaishwal Mnc,"Ha shi h vo Mai isliye bol rhi q ki tumlog ka bhi dekhna padega n mujhe
"
Lucky MnC,"😂😂😂
"
Lucky MnC,"Itna khyaal rkhne waali nhi ho tum😂😂😂
"
Manisha Jaishwal Mnc,"Abe shi btao n
"
Manisha Jaishwal Mnc,"Kl raat me bole nhi ja rhe
"
Manisha Jaishwal Mnc,"Phir kaise chle gye
"
Lucky MnC,"nikl gye.. room pe waise hi pade rhte
"
Manisha Jaishwal Mnc,"Ok
"
Lucky MnC,"Udhar sundr sundr kanya dekh k... dil khush ho jaayega
"
Abhishek MnC,"Or idhr?
"
Manisha Jaishwal Mnc,"Dept Attendance nhi bna h n?
"
Abhishek MnC,"Ni
"
Abhishek MnC,"Bna do jaake sabka
"
Shakti Singh Mnc,"Sab ka check kr liya h
"
Shakti Singh Mnc,"Sab ko me bta dunga
"
Shakti Singh Mnc,"Group me share nahi krte h
"
Shakti Singh Mnc,"😅
"
Asutosh MnC,"English suppliment date aaye toh koi batana 😭
"
Asutosh MnC,"Fail kitne pe hota hai?
"
Shakti Singh Mnc,"Pta nahi bhai
"
Ankit Anand Mnc,"100 me agar 25 h to pass h
"
Ankit Anand Mnc,"Bs wahi h cgpa 4 ya 5 milega
"
Ankit Anand Mnc,"@919123870910
"
Asutosh MnC,"17+21+9+9 = 56
Pass ya fail
"
Ankit Anand Mnc,"Convert hoga bhai ye out of 100 me
"
Ankit Anand Mnc,"Usme kitna Banta h Usko dekhna hoga
"
Ankit Anand Mnc,"Tm pass h waise , chill
"
Souvik IIT Patna MnC,"R e pass hai tu... Chill... Tu khamkha chinta kyu karta hai
"
Rishav Ranaut(MnC) Roommate,"Iska krege kya
"
Rishav Ranaut(MnC) Roommate,"7 dede kam se kam
"
Souvik IIT Patna MnC,"Dedega
"
Rishav Ranaut(MnC) Roommate,"Mera 61-62 bnrha <This message was edited>
"
Ankit Anand Mnc,"English ?
"
Rishav Ranaut(MnC) Roommate,"Hn
"
Ankit Anand Mnc,"Out of 100 me ya sb dikhae h uska jod ke bata raha h tm ?
"
Asutosh MnC,"Main toh un dono TA se pyaar bhi karne laga tha 
Magar unhone 💔
"
Rishav Ranaut(MnC) Roommate,"Han jese ye 9+9 kia h wese krke
"
Asutosh MnC,"😂
"
Ankit Anand Mnc,"Chill sb
"
Rishav Ranaut(MnC) Roommate,"Gajab h yr .. English kon pdhta h bc
"
Ankit Anand Mnc,"Ab tension mat lo Koe , paper khatm ho Chuka h , Jo hona tha ho chuka , Badal nai sakte
"
Ankit Anand Mnc,"Wahi to
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Manisha Jaishwal Mnc,"Oye midsem AI k marks h mere pas sbke
"
Manisha Jaishwal Mnc,"Thodi der me prsnly bhej dungi ya Lucky bhej deta
"
Mintu MnC,"Group me dull do na
"
Manisha Jaishwal Mnc,"Ok
"
Manisha Jaishwal Mnc,"Abhi 17.5
Ankit 33
Ashish 27
Lucky 24.5
Intaz 22
Proloy 16
Sujit 19
Sayak 28
Suraj 21.5
Sovan 24
Ashutosh 25
Dhruv 24
Khushbu 23.5
"
Manisha Jaishwal Mnc,"Rishav 36
"
Shakti Singh Mnc,"36.5
"
Intaz Mnc,"Ye mid sem k ki end sem k?
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Intaz Mnc,"Animal kya?
"
Rishav Ranaut(MnC) Roommate,"Yo
"
Intaz Mnc,"Kal hi dekh k aaya ( 3hrs 20 mins 😴)
"
Manisha Jaishwal Mnc,"Mid
"
Manisha Jaishwal Mnc,"Sry
"
Intaz Mnc,"Acha
"
Manisha Jaishwal Mnc,"Bhut politics hoti h yrr
"
Manisha Jaishwal Mnc,"Mere ko yha nhi rhna
"
Mintu MnC,"B.Tech Wale ka number exponential rate me increase ho raha h aur hum logo ka  logarithmic rate me
"
Manisha Jaishwal Mnc,"BTech se mtlb h hi nhi yha toh alg hi chl rha
"
Mintu MnC,"Kaise?AI Wale?
"
Ashish Mnc,"Ha
"
Lucky MnC,"AI Lab k TA bhi wahi log hai na.. ye AI waale sbko jaante hai.. toh marks badha de rhe
"
Ashish Mnc,"AI lab ke saare TA baithe the vaha
"
Lucky MnC,"Haan..
"
Lucky MnC,"Meanwhile humaare R Lab k Kundan aur Chandan sir.. 😂😂😂
"
Mintu MnC,"Maine bhi dekha hu jisme no nehi milna chaihe usme full marks bara raha h
"
Lucky MnC,"humlog ko hi pel dete
"
Shakti Singh Mnc,"Bhai +7 bi kiya tha ek question me he mere samne or me soch rha tha ki itna bda question h bi kya
"
Lucky MnC,"bs ho gya bhai mt ro ab.. abhi toh placement mein alg bkchodi chlega.. kyuki CSE, AI.. CSE dept se hai.. Humlog ki marane waali hai.. Sb prepare rho
"
Mintu MnC,"Obe tu +7...Maine +11 Kiya h kisika dekha hu <This message was edited>
"
Ashish Mnc,"Placement na ho sahi 
Isiliye to backchodi horhi inki
"
Ashish Mnc,"CGPA km rhega vaise hi shortlist nhi hoga koi
"
Mintu MnC,"Aisa bakchodi korega to kaise cgp uthega
"
Lucky MnC,"jo sbse easy hoga wahi subject lunga.. 2nd sem mein.. bhaad mein gyi deep learning
"
Ashish Mnc,"Apna department ka subject
"
Manisha Jaishwal Mnc,"Areh hdd hogi Shkl dekh k number de rhe bhakkk
"
Manisha Jaishwal Mnc,"Gussa aa gya Aaj
"
Ashish Mnc,"Math ke subject se hi cgpa uthega ab
"
Manisha Jaishwal Mnc,"Jne do ek hi sub h n
"
Ashish Mnc,"Next sem me bhi hoga hi kuch na kuch
"
Manisha Jaishwal Mnc,"ML DBDM me Aisa nhi hoga but
"
Manisha Jaishwal Mnc,"Joydeep Sir Paper check kr rhe
"
Ashish Mnc,"Koi bharosa nhi ab
"
Ashish Mnc,"ML ka to bhut copy hai 
Itna kaise akele krega?
"
Ashish Mnc,"Midsem ka to DBDM bhi nhi dikhaya
"
Manisha Jaishwal Mnc,"DBDM toh dono mil kr check kryenge
"
Manisha Jaishwal Mnc,"Ek sath syad
"
Rishav Ranaut(MnC) Roommate,"Tum log ne ni bdhvaaye kya?
"
Lucky MnC,"hum logo ne bol diya.. ye rishav k marks.. mnc mein divide kr do.. sbka 1-1 CGPA badh jaayega
"
Manisha Jaishwal Mnc,"Ab Mai kya btau bhut bekar haal h MnC walo ka ho gya h
"
Manisha Jaishwal Mnc,"Koi n yrr mai khush hu bhut Rishav k liye
"
Manisha Jaishwal Mnc,"Deserve toh krta h ye bakiyo ko Jo free me mila h unka kya
"
Lucky MnC,"Phir Ye khushi dikhi kyu nhi mujhe😂😂😂
"
Manisha Jaishwal Mnc,"Yrr hu internally tumko pta nhi
"
Lucky MnC,"Connection matters.. jiske connection honge.. wo hard work krne waale se aage nikl jaayega
"
Lucky MnC,"Yhi hai reality😂
"
Manisha Jaishwal Mnc,"Connection se phele yha MnC aa rha
"
Rishav Ranaut(MnC) Roommate,"Bna lege wo b..chaat k connection nhi bnaane
"
Manisha Jaishwal Mnc,"Connection mere bhi h but MnC phele aata connection k
"
Ashish Mnc,"AI valo ko benefit hua hai AI lab me Jaan pehchan bna kr
"
Manisha Jaishwal Mnc,"Vhi n aise connection nhi chahiye ki aage piche bhagna pde tb number mile
"
Lucky MnC,"haan toh sochna kya hai.. 1 din pehle padhne k bajay.. har din padhna hai.. marks aa jaayenge
"
Lucky MnC,"Wahi toh bol rha😂
"
Ashish Mnc,"Hr din nhi jo aane vala hai vo padhna hai
"
Manisha Jaishwal Mnc,"Yup
"
Lucky MnC,"Ye mai @919816668240 se sikha hu.. tere jaisa hardworking roommate mila hota toh.. baat kuch aur hoti🤣
"
Ashish Mnc,"Aur vo tbhi hoga jb class me concentrate hokr baithoge
"
Manisha Jaishwal Mnc,"Areh lekin bura lgta yrr yha koi mhnt kr rha aur koi free me le ja rha
"
Ashish Mnc,"Sahi baat hai👍
"
Lucky MnC,"Coding,project development, Interview prep, research paper.. Ye sb bhi toh krna hai
"
Ashish Mnc,"Abe yaar ab chor vo baat ko
"
Lucky MnC,"Including academics
"
Manisha Jaishwal Mnc,"Ha htao
"
Ashish Mnc,"Ha
"
Manisha Jaishwal Mnc,"Walk pr bhi jna h
"
Rishav Ranaut(MnC) Roommate,"Mere sath naa insaafi hui h kya
"
Ashish Mnc,"Nhi be
"
Manisha Jaishwal Mnc,"🤣🤣
"
Ashish Mnc,"AI valo ko benefit hua hai bs ye smjh
"
Manisha Jaishwal Mnc,"Yup
"
Rishav Ranaut(MnC) Roommate,"Acha
"
Ashish Mnc,"Ha
"
Rishav Ranaut(MnC) Roommate,"This message was deleted
"
Rishav Ranaut(MnC) Roommate,"Adak ko
"
Ashish Mnc,"Adak bhi unhi haramkhoro me se ek hoga
"
Lucky MnC,"Tension mt le.. adak final check krega phir.. kisi ko jyaada mil gya toh marks kaat bhi dega wo😂😂
"
Ashish Mnc,"Asif jb partiality kr skta to Adak kya chiz hai
"
Rishav Ranaut(MnC) Roommate,"Bola h kya usne
"
Lucky MnC,"Ho skta hai
"
Lucky MnC,"Geetanjali mam boli
"
Rishav Ranaut(MnC) Roommate,"Acha
"
Lucky MnC,"Asif toh krta hi hai.. BTech walo se alg lagaav hai
"
Ashish Mnc,"Kaat hi le BC lekin 
Atleast copy check krne se phle roll number na dekhe ki AI ka hai ya MNC ka <This message was edited>
"
Lucky MnC,"🤣🤣🤣🤣
"
Lucky MnC,"bolega ye mnc log ka attendance sheet mein.. sb 19 logo ka ek hi handwriting mein naam likha rehta tha.. inka toh game bajana padega
"
Ashish Mnc,"Yha pr copy serial number se check honi chahiye
Jisme check krne vale ko pta na ho kiski copy hai ye
Jaise 12th me hota tha <This message was edited>
"
Lucky MnC,"Copy mein hi toh naam likh dete.. pata chal jaata hai usme
"
Ashish Mnc,"Minus krdo aise logo ka
"
Ankit Anand Mnc,"Bhai subject pool me kya kya h bhejna Ek baar
"
Ankit Anand Mnc,"Photo
"
Ankit Anand Mnc,"Notifications wale group me daal dena
"
Ashish Mnc,"Idhar internet nhi chal rha 
Ghar se bhi open kr skte
"
Ashish Mnc,"Tum hi open kro aur daal dena subject
"
Manisha Jaishwal Mnc,"11 last date h
"
Manisha Jaishwal Mnc,"Subjects select krne ka
"
Ashish Mnc,"Ha
"
Manisha Jaishwal Mnc,"Mai try krti hu syad khul jaye
"
Ashish Mnc,"Ha dekh
"
Ashish Mnc,"Ek to mere room me network hi nhi aata
"
Rishav Ranaut(MnC) Roommate,"Email ayi h kya
"
Manisha Jaishwal Mnc,"Yes
"
Rishav Ranaut(MnC) Roommate,"Dekta hu
"
Ankit Anand Mnc,"Website hi down h bhai
"
Ankit Anand Mnc,"Mera bhi open nai ho raha h
"
Intaz Mnc,"Open hora h
"
Ankit Anand Mnc,"Ys Ys
"
Intaz Mnc,"<Media omitted>
"
Ankit Anand Mnc,"Screenshot bhej rahe h Hm
"
Manisha Jaishwal Mnc,"<Media omitted>
"
Manisha Jaishwal Mnc,"Elective me bs ek subject
"
Manisha Jaishwal Mnc,"Linear Algebra nhi h
"
Rishav Ranaut(MnC) Roommate,"Ye kya dalrha ankit
"
Rishav Ranaut(MnC) Roommate,"Kon kiska h
"
Rishav Ranaut(MnC) Roommate,"Kisne lena h
"
Manisha Jaishwal Mnc,"MnC kr k Jo dala h vo hmara h
"
Rishav Ranaut(MnC) Roommate,"Bakio se kya lena h hme
"
Manisha Jaishwal Mnc,"Yrr Elective ka bs ek sub dikha rha 🤣
"
Lucky MnC,"Mathematical Modelling.. 😂
"
Lucky MnC,"no. of subjects bhi kam ho jaayenge apne
"
Manisha Jaishwal Mnc,"Vhi n core bna deta dene ki kya zarurat h elective me <This message was edited>
"
Manisha Jaishwal Mnc,"Kl Dept me pta kr lena
"
Lucky MnC,"CSE/AI waale subjects nhi milenge kya elective
"
Ankit Anand Mnc,"Milega
"
Lucky MnC,"Chalte hai apn sb
"
Manisha Jaishwal Mnc,"Ha kl chlte h
"
Ankit Anand Mnc,"Waha Jo log h wo log Paul sir ke paas jao
"
Lucky MnC,"Mr Paul.. faculty advisor se.. gossip krne
"
Ankit Anand Mnc,"Yup
"
Ankit Anand Mnc,"NLP sirf Asif padha raha h
"
Ankit Anand Mnc,"Usko add karwao pool me hmlog ka
"
Ankit Anand Mnc,"Adak nai h Usme
"
Lucky MnC,"asif, sriparna waale subjects pata krte
"
Rishav Ranaut(MnC) Roommate,"Usme bheed b jada hogi
"
Manisha Jaishwal Mnc,"Shi bol rhe
"
Ankit Anand Mnc,"DAA bhi karwa sakte pool me
"
Lucky MnC,"Usme Palak bhi aayegi
"
Lucky MnC,"DAA core hai
"
Ankit Anand Mnc,"Foundation of theoretical science h by Rajiv Mishra
"
Ankit Anand Mnc,"Ye toc h syd
"
Ankit Anand Mnc,"Ye best h
"
Ankit Anand Mnc,"Agar add ho Gaya to
"
Lucky MnC,"By Rajiv Misra🥲
"
Manisha Jaishwal Mnc,"Ha shi bol rha
"
Manisha Jaishwal Mnc,"Areh tb bhi GATE ka subject h
"
Ankit Anand Mnc,"Ek number h bhai
"
Ankit Anand Mnc,"TOC
"
Rishav Ranaut(MnC) Roommate,"Elective pool pta krbao apna
"
Ankit Anand Mnc,"TOC add karwao , Ek subject chill ho jaega
"
Lucky MnC,"phir se class mein neend lagegi😴
"
Ankit Anand Mnc,"Abhi ke liye sirf mathematical modelling h
"
Lucky MnC,"Kal jaa k pata krte hai bhai
"
Ankit Anand Mnc,"Pr load Bahut kam rahega
"
Rishav Ranaut(MnC) Roommate,"Ha to wo krbana
"
Lucky MnC,"Paul sir se mil k
"
Rishav Ranaut(MnC) Roommate,"Core ka kuch ni kr skte
"
Ankit Anand Mnc,"Pata mat karo bhai
"
Lucky MnC,"mai aaunga coaching lene.. taiyar rehna
"
Ankit Anand Mnc,"Sb consensus se wo subject add hi karwao
"
Rishav Ranaut(MnC) Roommate,"Pakka
"
Ankit Anand Mnc,"No
"
Lucky MnC,"Jyada Edge computing nhi padh liya tune
"
Lucky MnC,"😂
"
Ankit Anand Mnc,"🤣🙏
"
Ankit Anand Mnc,"Bhai DAA bhi aa jaega to Hm chill h elective me
"
Lucky MnC,"Paxos Algo laga k.. consensus krwate hai.. bs Byzantine General na nikl jaaye idhar se😂
"
Ankit Anand Mnc,"Bs ai ml related cores nai pasand h
"
Ankit Anand Mnc,"Areee sala 🤣
"
Intaz Mnc,"Isbaar total kitne subs h, wahi 7?
"
Intaz Mnc,"Total 37 credits na?
"
Sovan MnC,"Somnath tripathi k course mat lena
"
Ankit Anand Mnc,"Aree harbada ke enroll mat kar dijeaga
"
Ankit Anand Mnc,"🤣
"
Ankit Anand Mnc,"Sure bhai
"
Intaz Mnc,"Are nai bhai 😂
"
Sovan MnC,"NLP mai mnc allow nhi haj sure?
"
-- Raja,"🥲
"
Sovan MnC,"Sala koi ijjat nhi hai bhosdike
"
Ankit Anand Mnc,"Ye kaise pata chal raha h @917905298719
"
Sovan MnC,"<Media omitted>
"
-- Raja,"You deleted this message
"
-- Raja,"You deleted this message
"
Sovan MnC,"Bhai NLP lena tha
"
Ashish Mnc,"Check this one
"
Ankit Anand Mnc,"Kahi nai 😭
"
Ashish Mnc,"<Media omitted>
"
-- Raja,"Jhat jala Raha ye log ab
"
Sovan MnC,"Asif se bat karo yaar
"
Ankit Anand Mnc,"Kaisa h nlp
"
Ankit Anand Mnc,"Content available h YouTube me nlp ka ?
"
Ankit Anand Mnc,"And hardness Kaisa h ?
"
Sovan MnC,"Suna hai important subject hai. Agar AI/ML mai jana hai
"
Ankit Anand Mnc,"@917980971131 da
"
Ankit Anand Mnc,"Accha
"
Sovan MnC,"Ha
"
Manisha Jaishwal Mnc,"Yrr NLP lena kyu h
"
Manisha Jaishwal Mnc,"TOC lo sb
"
Manisha Jaishwal Mnc,"CGPA aayega
"
Ankit Anand Mnc,"Full marks aaega
"
Manisha Jaishwal Mnc,"Vhi
"
-- Raja,"Nehi milega TOC
"
Sovan MnC,"Somnath k course mai marks nhi aate to security lena thik hai ki nhi bol nhi sakta
"
Manisha Jaishwal Mnc,"Ashish bol rha le skte hm
"
Manisha Jaishwal Mnc,"Nhi Lena h bhut dimag khrab krte vo faculty
"
Ankit Anand Mnc,"Ha somnath ka to confirm h ki nai Lena h
"
Sovan MnC,"Mnc ka toh 2 hi allowed hai ek somnath hai usme
"
Sovan MnC,"Advances in Algorithms (Rajiv Mishra)
Foundation of Computer Security (prof. Somnath Tripathy)
Yhi dono CS department subjects me MnC allowed hai
"
Ashish Mnc,"Aur ek Rajiv😂
"
Ashish Mnc,"<Media omitted>
"
Ankit Anand Mnc,"Ho jaega
"
Manisha Jaishwal Mnc,"Yrr Advances in Algo tough rhega but
"
Ankit Anand Mnc,"Sb request karega to
"
Ashish Mnc,"Nhi hoga ye core subject hai CS ka
"
Manisha Jaishwal Mnc,"Ja nhi h
"
Ankit Anand Mnc,"Advance algo Lena murkhta hoga
"
Sovan MnC,"Deep leaening bhi allow nhi karega
"
Ashish Mnc,"DAA to padhna hi hai vaise bhi
"
Ankit Anand Mnc,"Request kar ke Dekho
"
Ashish Mnc,"Na
"
Ankit Anand Mnc,"Syd Kuch allow kar de
"
Manisha Jaishwal Mnc,"Kya chahte h sb chod de IITP course structure me adm k time Computer Science kyu mention Kiya h
"
Ashish Mnc,"Khela horha idhar
"
Manisha Jaishwal Mnc,"Ajeeb bezati h
"
Sovan MnC,"Nhi allow karega bhai
"
Ankit Anand Mnc,"Rajiv and Asif dono se baat kar lo
"
-- Raja,"TOC karwa sakte ho toh kar lo...9 pointer a jayega..1 subject padhna nehi padega
"
Ankit Anand Mnc,"Ye pata h bhai hmko
"
Sovan MnC,"TOC request karo rajiv ko
"
Manisha Jaishwal Mnc,"TOC hi krwana h
"
Ankit Anand Mnc,"Sb politics h
"
-- Raja,"Advance algorithm maat Lena....
"
Ashish Mnc,"TOC subject hai bhi is baar?
"
Ankit Anand Mnc,"Ro jaega jo lega
"
Manisha Jaishwal Mnc,"Aur Computer Security bhi nhi le skte
"
-- Raja,"Request maat kar bhai..hak mang apna
"
Manisha Jaishwal Mnc,"Ha yrr CS walo ka
"
-- Raja,"Haa
"
Ankit Anand Mnc,"CS 511 wahi h na
"
Manisha Jaishwal Mnc,"Vhi n apne dept me bolenge vo log krwayega hmlog jayenge toh bhaga bhi dega
"
Ankit Anand Mnc,"Aree
"
Ankit Anand Mnc,"Apne department me bolne se Koe fayda nai hoga
"
-- Raja,"Haa wohi
"
Ashish Mnc,"Ye TOC nhi hai
"
Manisha Jaishwal Mnc,"Ha yrr vhi h Sonam boli thi unka TOC h iss baar
"
Ankit Anand Mnc,"TOC h
"
Ankit Anand Mnc,"Syd
"
Manisha Jaishwal Mnc,"Jb dusre faculty ka nhi sunega toh hmara kya sunega
"
Manisha Jaishwal Mnc,"Pka??
"
Ashish Mnc,"TOC nhi hai ye
"
Sovan MnC,"Mnc ka koi ijjat nhi hai. Koi din bolega project bhi nhi karne dega cs mai
"
Ashish Mnc,"Isme logic vagerah aayega
"
Ankit Anand Mnc,"Kya h to isme ?
"
-- Raja,"Wo din ab dur nehi
"
Sovan MnC,"AI ka students itna jyada ho gaya. Self sponsored
"
Manisha Jaishwal Mnc,"Sb kch paise se chlta h
"
-- Raja,"Apne site me toh ye log 100 optional daal k rakha hai..deta 1 hi..
"
Manisha Jaishwal Mnc,"Tb lena sb Computer Security... But teacher acha nhi h
"
Manisha Jaishwal Mnc,"Teacher nhi honge padhane k liye
"
Ashish Mnc,"Inko to sbse phle placements se hta dena chahiye
Saara problem usi vajah se hai
"
Manisha Jaishwal Mnc,"Vhi n
"
Ashish Mnc,"Nhi to phir mathematical modelling
"
-- Raja,"Dala kyu hai..College choose karte time..log optional bhi dekh te hai
"
Ankit Anand Mnc,"Wahi na
"
Ankit Anand Mnc,"Sb fake h
"
Intaz Mnc,"Bhot faltu subject h presentation bhi maangta h
"
Ashish Mnc,"IIT Patna bhi
"
Ankit Anand Mnc,"Chutiya banaya Hm log ko
"
-- Raja,"I will prefer to die
"
Ashish Mnc,"Then die
"
Ankit Anand Mnc,"Wahi to
"
Ankit Anand Mnc,"Hm nai lenge bakwas subject
"
Manisha Jaishwal Mnc,"Hme TOC chahiye
"
-- Raja,"Noted
"
Manisha Jaishwal Mnc,"Vrna NLP
"
Ashish Mnc,"Tb kaise hoga elective subject choose
"
-- Raja,"Okay
"
Manisha Jaishwal Mnc,"Agr nhi mila toh Application likh denge
"
Ankit Anand Mnc,"CS 511 chahea hmlog ko
"
Manisha Jaishwal Mnc,"Koi mt bhrna next sem ka subject choice
"
Ankit Anand Mnc,"Rajiv ko bolo sb cse wale bhare hue h BTech
"
Manisha Jaishwal Mnc,"Vhi vrna NLP
"
-- Raja,"Notification me likh do
"
Ankit Anand Mnc,"CS 511 allow Kare MTech MnC ko
"
Manisha Jaishwal Mnc,"Ha aur apne dept me demand kryenge yrr q bola MnC(Computer Science) aise bol k adm liya tha
"
Manisha Jaishwal Mnc,"Ab subjects de hme
"
Ashish Mnc,"Ye bhi Rajiv hi padhayega pta hai na
"
Ankit Anand Mnc,"Manisha hi Kuch kar sakti h ab
"
-- Raja,"+1
"
Manisha Jaishwal Mnc,"Dekha jayega
"
Ankit Anand Mnc,"Nope karwa do
"
Manisha Jaishwal Mnc,"Abe GATE ka form bhi nhi bhri hu
"
Ankit Anand Mnc,"Sb fayda me hi rahega
"
Manisha Jaishwal Mnc,"Kidhr jaungi mai
"
Manisha Jaishwal Mnc,"NLP aur TOC k liye Application likh lo
"
Manisha Jaishwal Mnc,"Kl de denge Application
"
-- Raja,"3 saal valid hai..gate score card
"
Ankit Anand Mnc,"Ys Ys
"
Ashish Mnc,"Jakr bolna hoga tb kuch hoga
"
Ankit Anand Mnc,"Rajiv misra and Asif ko dena
"
Manisha Jaishwal Mnc,"@917891273930
"
Manisha Jaishwal Mnc,"Sign kaun krega tumlog toh nikl gye
"
Ankit Anand Mnc,"Application bhi saath me rakha , safe side
"
Ankit Anand Mnc,"Pura MnC ka sign maar dena
"
Ankit Anand Mnc,"Tm
"
Sovan MnC,"NLP mai ho sakta hai kuch. TOC not sure
"
-- Raja,"+1
"
Manisha Jaishwal Mnc,"Aise Mt de dena phele apne HOD ka sign hona chahiye vrna dekhega bhi nhi 🤣
"
Manisha Jaishwal Mnc,"🤣 Attendance register h
"
Sovan MnC,"Yaar seniors k group mai pucho ekbar sabse accha
"
Ankit Anand Mnc,"🤣🙏
"
Manisha Jaishwal Mnc,"Ha msg kro koi
"
Ankit Anand Mnc,"😂
"
Ashish Mnc,"Ha kyuki 511 core subject hai unka
"
Sovan MnC,"Sunlo ye log kya bolta hai. Idea ho jayegq
"
Manisha Jaishwal Mnc,"Asif ko MnC se nafrat h
"
-- Raja,"Pyar kisko hai?
"
-- Raja,"Usi k pas chalte hai <This message was edited>
"
Ankit Anand Mnc,"🤞
"
Ashish Mnc,"Yhi lgta hai dimag diya hai AI sponsored lekr aane ka
"
Ankit Anand Mnc,"🤣 sahi bola bhai
"
Manisha Jaishwal Mnc,"Ashish kro n msg seniors ko
"
Manisha Jaishwal Mnc,"Abe msg kro udhr
"
Ashish Mnc,"Me kya kru
"
Ashish Mnc,"CR se bolo
"
Sovan MnC,"Students jyada ho jayega isiliyenc ko allow nhi kiya. AI aur CS unke apne hai
"
Manisha Jaishwal Mnc,"Seniors grp me
"
Manisha Jaishwal Mnc,"Animal dekh rha
"
Manisha Jaishwal Mnc,"Ruko mai krti
"
Ankit Anand Mnc,"Aaj se tm naya cr
"
Manisha Jaishwal Mnc,"@917905298719 jao kri
"
Manisha Jaishwal Mnc,"Kro
"
Manisha Jaishwal Mnc,"Jldi
"
Ashish Mnc,"Kya chahte ho Rishav group left krde
"
Ankit Anand Mnc,"Nai karega
"
Ankit Anand Mnc,"Do cr h MnC ka
"
Ashish Mnc,"Ha jarha hu Dinner krne
"
Manisha Jaishwal Mnc,"Bhak
"
Ankit Anand Mnc,"DAA core kar diya h hmlog ka na ?
"
Ankit Anand Mnc,"Wo bhi Arijit Mondal
"
Ashish Mnc,"CS valo ka bhi hai
"
Lucky MnC,"Core hai
"
Lucky MnC,"Humlog ka
"
Ashish Mnc,"Unka Teacher alag hai
"
Intaz Mnc,"Edge computing, Deep learning
"
Intaz Mnc,"Ye seniors ne liya tha
"
Lucky MnC,"Sayak mondal ka rishtedaar hai kya
"
Lucky MnC,"Arijit mondal
"
Ankit Anand Mnc,"🤣
"
Ashish Mnc,"Ranu mondal
"
Ankit Anand Mnc,"Ha unka sahi h , hmlog ka maarega bhai
"
Lucky MnC,"Udhar AI mein chandranath Adak... Mintu ka rishtedaar nikla
"
